,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,
290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,3.62E+04,2.32E+04,1.14E+04,1.02E+04,9903.13563,1.06E+04,1.32E+04,2.11E+04,1.59E+05,3.66E+05,9.64E+04,1.93E+04,1.58E+04,1.07E+05,1.35E+06,1.44E+06,1.36E+05,1609.30766,674.69737,410.6475,442.48552,627.87811,586.62465,217.65162,115.21329,104.45682,95.51237,83.0217,75.88114,69.9435,60.40352,64.3874,58.8448,67.72497,54.91264,47.36951,42.91467,54.26864,46.57058,32.16605,48.63005,49.49315,46.79656,38.34216,54.54985,52.34871,
306,4.50E+04,2.87E+04,1.55E+04,1.17E+04,1.23E+04,1.35E+04,1.66E+04,2.06E+04,4.74E+04,3.12E+05,3.35E+05,5.27E+04,1.72E+04,1.69E+04,2.81E+05,1.78E+06,1.36E+06,6.22E+04,1321.00916,636.62761,438.80486,569.18082,823.39602,645.49173,199.18123,131.17463,103.7036,97.45815,90.07028,73.24002,87.97442,79.14978,65.63652,63.56204,60.74944,56.83803,55.23239,56.65087,60.14151,58.3062,50.3961,60.49755,51.07532,50.55735,45.51636,44.25011,
310,5.99E+04,3.16E+04,1.74E+04,1.45E+04,1.44E+04,1.72E+04,1.96E+04,2.37E+04,3.06E+04,1.13E+05,4.51E+05,2.44E+05,2.57E+04,1.75E+04,2.16E+04,5.53E+05,2.52E+06,1.04E+06,1.98E+04,1261.50043,687.40393,531.31396,699.07675,1065.39862,628.63522,166.37484,146.46384,139.97619,106.24057,99.9911,84.73018,77.10936,88.81321,67.14231,54.39137,77.46071,71.06068,66.81528,69.67777,56.56969,60.22727,60.42149,61.97669,55.41549,62.91852,58.62617,
314,5.88E+04,3.33E+04,2.15E+04,1.68E+04,1.77E+04,2.04E+04,2.38E+04,2.77E+04,3.35E+04,4.41E+04,2.44E+05,5.09E+05,1.24E+05,1.97E+04,1.75E+04,3.44E+04,1.09E+06,2.58E+06,7.33E+05,5250.31645,1178.24016,654.05489,558.31459,917.26565,1095.74975,560.24648,189.87296,166.56692,146.76063,124.60889,112.01455,86.02562,77.67252,88.86914,73.75883,86.32923,81.06679,63.83884,71.39317,72.77579,83.52782,62.31177,70.95596,79.20599,54.59406,62.18002,
318,7.42E+04,4.45E+04,2.66E+04,2.09E+04,2.18E+04,2.38E+04,2.80E+04,3.32E+04,3.87E+04,4.17E+04,7.16E+04,4.24E+05,4.16E+05,5.45E+04,1.93E+04,1.91E+04,7.13E+04,1.64E+06,2.46E+06,4.42E+05,3443.56547,1115.16875,670.18795,671.73666,1088.08822,1261.81591,493.427,207.16188,163.14371,141.77888,128.71788,109.65751,93.10017,93.54045,90.08166,88.08229,88.84757,86.20333,78.28825,70.30942,79.26657,78.90391,70.49915,73.19439,70.8769,75.00611,
322,8.08E+04,4.98E+04,3.01E+04,2.60E+04,2.65E+04,2.92E+04,3.37E+04,3.86E+04,4.43E+04,4.75E+04,4.87E+04,1.52E+05,5.62E+05,2.60E+05,2.79E+04,2.08E+04,2.11E+04,1.64E+05,2.03E+06,2.33E+06,2.42E+05,2824.46121,1080.38806,737.76292,778.31593,1350.71417,1245.77443,426.0706,220.85994,161.30906,149.5435,125.16843,130.68367,104.53776,100.04622,119.48986,95.99812,97.50217,93.12688,94.11165,99.17579,94.74038,100.31249,85.34036,75.39144,95.34939,
