230,0.082907
231,0.081538
232,0.080192
233,0.078868
234,0.077565
235,0.076284
236,0.075025
237,0.073786
238,0.072567
239,0.071369
240,0.070191
241,0.069031
242,0.067892
243,0.06677
244,0.065668
245,0.064584
246,0.063517
247,0.062468
248,0.061437
249,0.060422
250,0.059424
251,0.058443
252,0.057478
253,0.056529
254,0.055595
255,0.054677
256,0.053774
257,0.052887
258,0.052013
259,0.051154
260,0.05031
261,0.049479
262,0.048662
263,0.047858
264,0.047068
265,0.046291
266,0.045526
267,0.044775
268,0.044035
269,0.043308
270,0.042593
271,0.04189
272,0.041198
273,0.040517
274,0.039848
275,0.03919
276,0.038543
277,0.037907
278,0.037281
279,0.036665
280,0.03606
281,0.035464
282,0.034879
283,0.034303
284,0.033736
285,0.033179
286,0.032631
287,0.032092
288,0.031562
289,0.031041
290,0.030599
291,0.030125
292,0.029556
293,0.029061
294,0.028556
295,0.02805
296,0.027581
297,0.027171
298,0.026729
299,0.026196
300,0.025806
301,0.025374
302,0.024909
303,0.024574
304,0.024165
305,0.023774
306,0.023399
307,0.023076
308,0.022572
309,0.022315
310,0.021945
311,0.021546
312,0.021186
313,0.020839
314,0.020485
315,0.020203
316,0.019858
317,0.019506
318,0.019162
319,0.018824
320,0.018469
321,0.018177
322,0.017844
323,0.017621
324,0.017296
325,0.016984
326,0.016693
327,0.016376
328,0.016061
329,0.015806
330,0.015472
331,0.01521
332,0.014979
333,0.014658
334,0.014413
335,0.014157
336,0.013922
337,0.013636
338,0.013422
339,0.013185
340,0.012937
341,0.0127
342,0.012486
343,0.012319
344,0.012131
345,0.01187
346,0.01168
347,0.011482
348,0.011308
349,0.011096
350,0.010922
351,0.010766
352,0.010558
353,0.010398
354,0.010198
355,0.01006
356,0.0098681
357,0.0096914
358,0.0095562
359,0.0093557
360,0.0092433
361,0.0090845
362,0.008895
363,0.0087677
364,0.0086075
365,0.0084736
366,0.0083444
367,0.00816
368,0.0080536
369,0.0079367
370,0.0077844
371,0.0076548
372,0.0074724
373,0.0073789
374,0.0072613
375,0.0071475
376,0.007029
377,0.0068979
378,0.0067913
379,0.0066296
380,0.0065307
381,0.0064374
382,0.0063145
383,0.0062019
384,0.0060839
385,0.0059396
386,0.0058634
387,0.0058312
388,0.0056758
389,0.0055627
390,0.0054846
391,0.0054166
392,0.0053005
393,0.0052109
394,0.0051305
395,0.0050172
396,0.0049442
397,0.004855
398,0.0047712
399,0.0047059
400,0.0046428
401,0.0045764
402,0.004469
403,0.004431
404,0.0043292
405,0.0042598
406,0.0041968
407,0.0041314
408,0.0040573
409,0.004007
410,0.0039198
411,0.0038445
412,0.0037942
413,0.0037479
414,0.0036909
415,0.0036018
416,0.0035704
417,0.003468
418,0.0034518
419,0.0033819
420,0.0033232
421,0.0032735
422,0.0032108
423,0.003153
424,0.0030905
425,0.0030539
426,0.0029878
427,0.0029585
428,0.0029138
429,0.0028336
430,0.0028063
431,0.0027488
432,0.0027147
433,0.0026803
434,0.0026163
435,0.002576
436,0.0025523
437,0.0024829
438,0.002447
439,0.0024151
440,0.0023615
441,0.0023478
442,0.0022848
443,0.0022532
444,0.0022357
445,0.0021744
446,0.0021444
447,0.002122
448,0.0021053
449,0.0020611
450,0.0020363
451,0.0019756
452,0.0019612
453,0.0019415
454,0.0019007
455,0.0018781
456,0.0018393
457,0.0018193
458,0.0017961
459,0.0017644
460,0.00173
461,0.0017164
462,0.0016934
463,0.0016694
464,0.0016447
465,0.0016373
466,0.0015988
467,0.0015748
468,0.001555
469,0.0015252
470,0.0015165
471,0.0014846
472,0.0014679
473,0.0014374
474,0.0014105
475,0.0014053
476,0.0013921
477,0.0013662
478,0.001356
479,0.0013305
480,0.0013174
481,0.0013005
482,0.0012874
483,0.0012601
484,0.0012421
485,0.0012385
486,0.001226
487,0.0011988
488,0.0011735
489,0.0011685
490,0.0011595
491,0.0011428
492,0.0011266
493,0.0011187
494,0.0010997
495,0.0010793
496,0.001085
497,0.0010521
498,0.0010416
499,0.0010371
500,0.0010159
501,0.001007
502,0.0010074
503,0.00098359
504,0.00096874
505,0.00095561
506,0.00095386
507,0.00093761
508,0.00092764
509,0.0009116
510,0.0009144
511,0.00089736
512,0.00088545
513,0.00087565
514,0.00085747
515,0.00085106
516,0.00085085
517,0.00084415
518,0.000842
519,0.00081414
520,0.00080827
521,0.00081106
522,0.0007952
523,0.00078172
524,0.00077602
525,0.00078177
526,0.00075512
527,0.00075569
528,0.00073682
529,0.00075249
530,0.00073552
531,0.00071806
532,0.00071621
533,0.00070648
534,0.00070096
535,0.00068176
536,0.00068082
537,0.00066519
538,0.00066457
539,0.00066819
540,0.00065743
541,0.00065224
542,0.0006347
543,0.00062951
544,0.00063087
545,0.00061789
546,0.00061081
547,0.00061339
548,0.00060923
549,0.00059581
550,0.00060105
551,0.00059242
552,0.00058303
553,0.00057135
554,0.00055523
555,0.00055965
556,0.00056872
557,0.00054653
558,0.00054975
559,0.00053697
560,0.00052857
561,0.00052545
562,0.00052495
563,0.00050272
564,0.00050917
565,0.00050112
566,0.00050058
567,0.000496
568,0.00048607
569,0.00047531
570,0.00047263
571,0.00046777
572,0.00047016
573,0.0004586
574,0.00046018
575,0.00043587
576,0.00043379
577,0.00043061
578,0.00042567
579,0.00043446
580,0.00042264
581,0.00041637
582,0.00041259
583,0.00041306
584,0.00039899
585,0.00039789
586,0.00039492
587,0.0003903
588,0.00036285
589,0.00037264
590,0.00037572
591,0.00036963
592,0.00037139
593,0.00035104
594,0.00036645
595,0.00035193
596,0.00035202
597,0.00033096
598,0.00034013
599,0.00032989
600,0.00032459
601,0.00031937
602,0.00031614
603,0.00032448
604,0.00031149
605,0.00030917
606,0.00030724
607,0.00031614
608,0.00031018
609,0.00029288
610,0.00031604
611,0.000302
612,0.00029619
613,0.00028575
614,0.0002952
615,0.00029218
616,0.00028967
617,0.00028392
618,0.00028776
619,0.00029832
620,0.00028409
621,0.00028709
622,0.00029274
623,0.00028377
624,0.00027899
625,0.00027811
626,0.00027567
627,0.00026968
