Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
500	3.40267842146216	0.00369770465326975	2.71492266981577	0.0030829430895641	0.647101104259491	3.39898071680889	1.75483448173928	1.936923825112	-5.91960088087864E-4	100.136396783362
498	3.47856433424487		2.77314253530579		0.652579486370087	3.4748666295916	1.80768406590299	1.9222754103637	-5.46853926329623E-4	100.12599707959
496	3.63090023207367		2.89134788151315		0.658019542694092	3.6272025274204	1.90053477396087	1.90851679070361	-5.28235282635023E-4	100.121704668836
494	3.89154280427438		3.09505344222262		0.6634840965271	3.88784509962111	2.05147325310574	1.89514783765047	-5.57434730258848E-4	100.128436499138
492	4.10933832586505		3.2617932999548		0.669135093688965	4.10564062121178	2.18051745994622	1.88287445371478	-6.2853551184539E-4	100.144830428109
490	4.16833752728946		3.30378179832218		0.675155639648438	4.16463982263619	2.22848544689144	1.8688207403129	-4.80771460996981E-4	100.110763016894
488	4.13967976129069		3.27747315340777		0.681718409061432	4.13598205663742	2.23221208482445	1.85286249669358	-3.94060546655043E-4	100.090776971421
486	4.24143171645051		3.35413200564052		0.688922226428986	4.23773401179724	2.30861218104537	1.83561970546233	-3.52268825781676E-4	100.081145800102
484	4.55842158090654		3.59660838650757		0.696800053119659	4.55472387625327	2.50396871986051	1.81900190690361	-5.17171610826723E-4	100.119154096314
482	4.90650738029691		3.85942426924647		0.705317854881287	4.90280967564364	2.71994639185505	1.80253908324268	-4.78893016374164E-4	100.110330010891
480	5.0602410442334		3.97017401733909		0.714412152767181	5.05654333958013	2.83413807457808	1.7841556079913	-3.43960814108762E-4	100.07923127572
478	5.02731114446264		3.93819751600202		0.724068522453308	5.02361343980937	2.8492925944932	1.76310900801078	-2.440420108077E-4	100.056208540698
476	5.18195188847363		4.05137332121385		0.734353184700012	5.17825418382036	2.97287493176599	1.74183384860536	-2.7030016420337E-4	100.062258285303
474	5.63663099310213		4.38733779741047		0.745478987693787	5.63293328844886	3.26836987059072	1.72346873563327	-1.63348625653188E-4	100.037619485393
472	6.25547590762154		4.83042642845247		0.757483243942261	6.25177820296827	3.65663180291624	1.70970951955905	-3.48769568947341E-5	100.008031038574
470	6.86856891786705		5.25284398779973		0.769963383674622	6.86487121321378	4.04212377746826	1.69833275553811	8.67642454532901E-5	99.9800237896921
468	7.34076833492555		5.5604094699692		0.781956672668457	7.33707063027228	4.34558855989095	1.68839514582494	5.46798123864865E-4	99.874174306103
466	7.33315562499503		5.54876640849229		0.79232394695282	7.32945792034176	4.39397781185888	1.66806894212354	7.41686432323668E-4	99.8293661331258
464	6.90740409349313		5.25726805028206		0.800474584102631	6.90370638883986	4.20584163847815	1.64145656975756	6.52411569559874E-4	99.8498894632856
462	6.38639224010624		4.89405169431152		0.806607007980347	6.38269453545297	3.94508967054852	1.61788325956239	6.24360217399867E-4	99.8563390383732
460	5.93365972726683		4.57201205692645		0.811446130275726	5.92996202261356	3.70743984892705	1.59947625969703	5.68551224484392E-4	99.8691718972673
458	5.46502237074097		4.23667958756325		0.815723776817322	5.4613246660877	3.45344544435122	1.58141333172666	5.89403997834458E-4	99.8643767656303
456	5.0182448700848		3.91883938619656		0.819841384887695	5.01454716543153	3.21029918519975	1.5620186394308	7.14269470828739E-4	99.8356685486457
454	4.68903053546278		3.68905614492723		0.823944866657257	4.68533283080951	3.03703869829036	1.54273069798124	7.71535705447602E-4	99.8225050475277
452	4.50112425935814		3.56752188515895		0.828078091144562	4.49742655470487	2.95163379515016	1.52370750128103	8.1664501179534E-4	99.8121372203933
450	4.33185901101106		3.4538250252617		0.832277178764343	4.32816130635779	2.87197388479362	1.50703365698216	7.65806008442245E-4	99.8238220259951
448	4.01555491803667		3.21724783626561		0.836676299571991	4.0118572133834	2.68921558903673	1.49183175560143	7.52731677435877E-4	99.8268272434026
446	3.69797173327051		2.97246882113041		0.841527163982391	3.69427402861724	2.49881887671708	1.47840808433092	7.53294535133981E-4	99.8266978651486
444	3.52596585261015		2.83732490077198		0.847182273864746	3.52226814795688	2.40111954639226	1.46692743943098	8.99615707753181E-4	99.7930702236685
442	3.51662643370216		2.82460674408452		0.853903293609619	3.51292872904889	2.40930846666753	1.45806515755446	9.55588150781237E-4	99.7802095905218
