datetime_utc,sample_set,scan_type,filename,collected_by,description,comments,dilution,Raman_Area,cigarette,diesel,wood_smoke,calibration_sample,prototypical_sample,test_sample,original_date
2020-07-01 10:32:29,15,sample_eem,sample_eem8.csv,JR,Cigarette 1 ug/mL,,,1513.5,1.0,0.0,0.0,y,,y,2018-08-15
2020-07-01 10:32:30,15,sample_eem,sample_eem7.csv,JR,Cigarette 0.5 ug/mL,,,1513.5,0.5,0.0,0.0,y,,y,2018-08-15
2020-07-01 10:32:31,15,sample_eem,sample_eem6.csv,JR,Cigarette 2 ug/mL,,,1513.5,2.0,0.0,0.0,y,,y,2018-08-15
2020-07-01 10:32:32,15,sample_eem,sample_eem5.csv,JR,Cigarette 1 ug/mL,,,1513.5,1.0,0.0,0.0,y,,y,2018-08-15
2020-07-01 10:32:33,15,sample_eem,sample_eem4.csv,JR,Cigarette 0.5 ug/mL,,,1513.5,0.5,0.0,0.0,y,,y,2018-08-15
2020-07-01 10:32:34,15,sample_eem,sample_eem3.csv,JR,Cookstove 2 µg/mL,,,1513.5,0.0,0.0,2.0,y,,y,2018-08-15
2020-07-01 10:32:35,15,sample_eem,sample_eem2.csv,JR,Cookstove 1 µg/mL,,,1513.5,0.0,0.0,1.0,y,,y,2018-08-15
2020-07-01 10:32:36,15,sample_eem,sample_eem10.csv,JR,Diesel 2 µg/mL,,,1513.5,0.0,2.0,0.0,y,,y,2018-08-15
2020-07-01 10:32:37,15,absorb,absorb12.csv,JR,,,,,0.0,4.0,0.0,,,,2018-08-15
2020-07-01 10:32:38,15,absorb,absorb13.csv,JR,,,,,0.0,1.0,0.0,,,,2018-08-15
2020-07-01 10:32:39,15,absorb,absorb17.csv,JR,,,,,0.0,0.0,0.5,,,,2018-08-15
2020-07-01 10:32:40,15,absorb,absorb15.csv,JR,,,,,0.0,3.0,0.0,,,,2018-08-15
2020-07-01 10:32:41,15,absorb,absorb16.csv,JR,,,,,0.0,4.0,0.0,,,,2018-08-15
2020-07-01 10:32:42,15,absorb,absorb11.csv,JR,,,,,0.0,3.0,0.0,,,,2018-08-15
2020-07-01 10:32:43,15,absorb,absorb14.csv,JR,,,,,0.0,2.0,0.0,,,,2018-08-15
2020-07-01 10:32:44,15,absorb,absorb10.csv,JR,,,,,0.0,2.0,0.0,,,,2018-08-15
2020-07-01 10:32:45,15,absorb,absorb5.csv,JR,,,,,1.0,0.0,0.0,,,,2018-08-15
2020-07-01 10:32:46,15,absorb,absorb8.csv,JR,,,,,1.0,0.0,0.0,,,,2018-08-15
2020-07-01 10:32:47,15,absorb,absorb7.csv,JR,,,,,0.5,0.0,0.0,,,,2018-08-15
2020-07-01 10:32:48,15,absorb,absorb6.csv,JR,,,,,2.0,0.0,0.0,,,,2018-08-15
2020-07-01 10:32:49,15,absorb,absorb4.csv,JR,,,,,0.5,0.0,0.0,,,,2018-08-15
2020-07-01 10:32:50,15,absorb,absorb3.csv,JR,,,,,0.0,0.0,2.0,,,,2018-08-15
2020-07-01 10:32:51,15,absorb,absorb2.csv,JR,,,,,0.0,0.0,1.0,,,,2018-08-15
2020-07-01 10:32:52,15,absorb,absorb1.csv,JR,,,,,0.0,0.0,0.5,,,,2018-08-15
2020-07-01 10:32:53,15,absorb,absorb18.csv,JR,,,,,0.0,0.0,1.0,,,,2018-08-15
2020-07-01 10:32:54,15,absorb,absorb9.csv,JR,,,,,2.0,0.0,0.0,,,,2018-08-15
2020-07-01 10:32:55,15,absorb,absorb19.csv,JR,,,,,0.0,0.0,2.0,,,,2018-08-15
2020-07-01 10:32:56,16,blank_eem,blank_eem1.csv,JR,2018-10-11 Cyclohexane Blank (0.1 sec),0.1 second integration time ,,267.1,,,,,,,2018-10-11
2020-07-01 10:32:57,16,sample_eem,sample_eem1.csv,JR,Cookstove 5 µg/mL (ZEF00136),0.1 second integration time ,,267.1,0.0,0.0,5.0,y,y,,2018-10-11
2020-07-01 10:32:58,16,absorb,absorb1.csv,JR,,,,,0.0,0.0,5.0,,,,2018-10-11
2020-07-01 10:32:59,17,blank_eem,blank_eem1.csv,JR,Process Blank (ZEF 0143),,,1311.5,0.0,0.0,0.0,,,y,2018-10-26
2020-07-01 10:33:00,17,blank_eem,blank_eem2.csv,JR,Process Blank (ZEF 0146),,,1311.5,0.0,0.0,0.0,,,y,2018-10-26
2020-07-01 10:33:01,17,blank_eem,blank_eem3.csv,JR,2018-10-26 Cyclohexane Blank (0.5 sec),,,1311.5,,,,,,,2018-10-26
