Wavelength	I1	I1 dark	R1	R1dark	XCorrect	I1c	R1c	I1c/R1c	Abs	Percent T
nm	uA	uA	uA	uA		uA	uA	uA/uA	OD	T*100
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity 	-Log(T)	% Transmittance
500	3.84626891285372	0.00283712029277109	3.08555531481917	0.00290924231129699	0.647101104259491	3.84343179256095	1.99478367756103	1.92674114782222	1.37282725874731E-4	99.9683944797847
498	3.9381169520375		3.15547850301633		0.652579486370087	3.93527983174473	2.05730202889701	1.9128352456127	1.92482512211185E-4	99.9556890838595
496	4.10195959054297		3.28285226227299		0.658019542694092	4.0991224702502	2.15826660605787	1.8992660400456	2.56572863562609E-4	99.940939362574
494	4.36736829309573		3.48880155100084		0.6634840965271	4.36453117280296	2.31283410902165	1.88709218520182	2.47679870210629E-4	99.9429858615421
492	4.60993276966556		3.67361842282094		0.669135093688965	4.60709564937278	2.45620033140527	1.87570028000807	1.9553750834967E-4	99.954985959176
490	4.69807046462587		3.73620915255131		0.675155639648438	4.6952333443331	2.52055848889755	1.8627750020539	1.82691147351424E-4	99.9579426553304
488	4.70417447827336		3.73613198946568		0.681718409061432	4.70133735798059	2.54500667186204	1.84727899143026	1.99413451970873E-4	99.9540938958927
486	4.83408102804725		3.83294102228198		0.688922226428986	4.83124390775448	2.63859402115117	1.83099175887873	2.24160115204626E-4	99.9483985441616
484	5.14498559711743		4.0668418587497		0.696800053119659	5.14214847682466	2.831748463009	1.81589168105724	2.21840613469737E-4	99.9489323550032
482	5.50577136960159		4.33265819313677		0.705317854881287	5.50293424930882	3.05384924217072	1.80196657166915	1.82125822146567E-4	99.9580727716076
480	5.6947533805652		4.46512180588872		0.714412152767181	5.69191626027243	3.18785888365011	1.78549818797348	2.27051770250605E-4	99.9477330617738
478	5.72022660311967		4.47560388104215		0.724068522453308	5.71738948282689	3.23853739845068	1.7654233313971	1.89855330037773E-4	99.9562937486889
476	5.91298299395101		4.61098697376291		0.734353184700012	5.91014587365824	3.3839565574367	1.74651942876451	1.77623224866244E-4	99.9591091036321
474	6.43344322624635		4.97450761440019		0.745478987693787	6.43060610595358	3.70622212164491	1.73508383871486	1.00020385345509E-4	99.9769721069972
472	7.04302542595902		5.37947319139531		0.757483243942261	7.04018830566625	4.07265710141517	1.72864744817822	2.02926442804131E-4	99.953285374463
470	7.57853166893643		5.717186598249		0.769963383674622	7.57569454864366	4.39978432823306	1.72183315896441	1.67314154163577E-4	99.9614819123984
468	7.94139049561152		5.93442640206845		0.781956672668457	7.93855337531875	4.63818942211956	1.71156299427094	3.5020076894414E-4	99.9193957956431
466	7.88401155541111		5.89294425867952		0.79232394695282	7.88117443511834	4.66681579185919	1.68876912794936	5.05559626903803E-4	99.8836583234125
464	7.47363529728526		5.6292933173502		0.800474584102631	7.47079817699249	4.50377745246843	1.65878493239001	4.11007400325844E-4	99.9054068162756
462	6.93913915684288		5.2769154134848		0.806607007980347	6.93630203655011	4.25405033780014	1.63051715089413	4.49545219418665E-4	99.8965419427031
460	6.4859996518176		4.97029179166313		0.811446130275726	6.48316253152483	4.03076334727072	1.60842053302749	4.11462555622352E-4	99.9053021120872
458	6.0240076517105		4.65388258150166		0.815723776817322	6.02117053141773	3.79390953812103	1.58706222984952	3.79052078074526E-4	99.9127581114395
456	5.57687651091903		4.34841398408944		0.819841384887695	5.57403939062626	3.56262462553544	1.56458790260243	4.07678515942306E-4	99.9061725981058
454	5.24299051127661		4.12442041564854		0.823944866657257	5.24015339098384	3.39589797414175	1.54308328191403	3.87241369442271E-4	99.91087412026
452	5.04306063902861		4.00058797229569		0.828078091144562	5.04022351873584	3.31039017173469	1.52254666587978	4.71694830155444E-4	99.8914472127755
450	4.88579035645391		3.90179151028812		0.832277178764343	4.88295323616114	3.24495073432607	1.50478501399352	4.31580486792833E-4	99.9006742811484
448	4.58431615355698		3.68142574456709		0.836676299571991	4.58147903326421	3.07772757502188	1.48859147588189	3.79932327248833E-4	99.9125556036081
446	4.26824927005429		3.44065412931823		0.841527163982391	4.26541214976152	2.89295570525791	1.47441322451263	3.92208083216097E-4	99.9097315179525
444	4.09572100902493		3.30379228660339		0.847182273864746	4.09288388873216	2.79644960322496	1.46360008920315	4.10622928024805E-4	99.9054952605922
442	4.07116144857619		3.27588800448832		0.853903293609619	4.06832432828342	2.7948073449373	1.45567254775291	3.81038538642013E-4	99.9123011120795
